,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
273,273,2016-03-30,18.0,23.0,6.0,25.0,,13.0,,15.0,37.0,34.0,9.0,9.0,12.0,29.0,44.0,16.0,24.0,10.0,24.0,,26.0,17.0,15.0,19.0,,8.0,46.0,13.0,20.0,17.0,12.0,3.0,5.0,20.0,23.0,8.0,4.0,3.0,322.0,10.0,45.0,49.0,84.0,7.0,16.0,11.0,5.0,37.0
274,274,2016-03-31,17.0,12.0,2.0,25.0,,12.0,,28.0,33.0,30.0,34.0,7.0,6.0,42.0,31.0,20.0,78.0,14.0,14.0,,69.0,14.0,19.0,41.0,,17.0,63.0,6.0,13.0,13.0,17.0,4.0,9.0,17.0,16.0,10.0,5.0,3.0,39.0,5.0,70.0,45.0,6.0,18.0,15.0,11.0,11.0,58.0
275,275,2016-04-01,12.0,25.0,4.0,18.0,,14.0,,39.0,38.0,49.0,29.0,12.0,8.0,31.0,40.0,20.0,88.0,12.0,11.0,,19.0,19.0,19.0,40.0,,15.0,162.0,29.0,29.0,11.0,15.0,1.0,7.0,36.0,17.0,35.0,8.0,4.0,33.0,10.0,40.0,55.0,10.0,14.0,14.0,17.0,14.0,46.0
276,276,2016-04-02,14.0,18.0,155.0,18.0,,8.0,,19.0,73.0,18.0,10.0,7.0,12.0,39.0,41.0,14.0,17.0,15.0,43.0,,31.0,23.0,14.0,24.0,,16.0,57.0,7.0,8.0,8.0,27.0,6.0,7.0,17.0,176.0,226.0,5.0,1.0,33.0,10.0,19.0,35.0,16.0,15.0,15.0,15.0,23.0,88.0
277,277,2016-04-03,13.0,18.0,155.0,23.0,,18.0,,23.0,28.0,14.0,6.0,6.0,3.0,18.0,50.0,38.0,17.0,9.0,8.0,,28.0,20.0,20.0,15.0,,13.0,27.0,4.0,32.0,7.0,46.0,2.0,10.0,117.0,35.0,44.0,5.0,1.0,3.0,7.0,42.0,29.0,5.0,8.0,14.0,10.0,13.0,45.0
278,278,2016-04-04,9.0,16.0,83.0,27.0,,20.0,,22.0,28.0,14.0,42.0,37.0,11.0,26.0,42.0,30.0,38.0,9.0,122.0,,23.0,17.0,15.0,21.0,,16.0,28.0,31.0,33.0,10.0,14.0,2.0,8.0,23.0,16.0,32.0,4.0,6.0,3.0,9.0,46.0,40.0,18.0,9.0,21.0,18.0,18.0,40.0
279,279,2016-04-05,490.0,20.0,48.0,39.0,,28.0,,14.0,25.0,22.0,10.0,10.0,7.0,18.0,35.0,19.0,90.0,15.0,20.0,,56.0,39.0,45.0,24.0,,39.0,28.0,5.0,38.0,10.0,33.0,7.0,5.0,43.0,22.0,158.0,10.0,22.0,18.0,11.0,95.0,34.0,7.0,11.0,22.0,13.0,4.0,63.0
280,280,2016-04-06,189.0,17.0,31.0,11.0,,19.0,,13.0,27.0,50.0,6.0,11.0,8.0,25.0,37.0,19.0,12.0,12.0,53.0,,34.0,21.0,22.0,20.0,,13.0,131.0,9.0,38.0,6.0,19.0,1.0,6.0,22.0,19.0,47.0,6.0,3.0,29.0,13.0,16.0,38.0,10.0,13.0,10.0,15.0,12.0,67.0
281,281,2016-04-07,102.0,16.0,16.0,16.0,,21.0,,47.0,28.0,24.0,33.0,7.0,10.0,15.0,38.0,30.0,94.0,9.0,38.0,,11.0,8.0,17.0,21.0,,12.0,153.0,6.0,41.0,15.0,51.0,6.0,12.0,42.0,23.0,48.0,10.0,11.0,3.0,57.0,20.0,29.0,12.0,12.0,19.0,29.0,8.0,42.0
282,282,2016-04-08,38.0,13.0,6.0,9.0,,21.0,,8.0,36.0,29.0,4.0,4.0,8.0,34.0,37.0,27.0,204.0,13.0,110.0,,41.0,22.0,15.0,19.0,,9.0,130.0,22.0,44.0,11.0,44.0,2.0,7.0,13.0,16.0,5.0,6.0,5.0,1.0,8.0,16.0,34.0,5.0,25.0,13.0,30.0,13.0,77.0
283,283,2016-04-09,126.0,15.0,13.0,26.0,,26.0,,12.0,76.0,28.0,64.0,9.0,11.0,16.0,40.0,24.0,146.0,11.0,52.0,,14.0,14.0,14.0,24.0,,15.0,396.0,7.0,39.0,27.0,26.0,5.0,11.0,19.0,16.0,22.0,2.0,3.0,14.0,9.0,33.0,38.0,6.0,33.0,15.0,12.0,9.0,47.0
284,284,2016-04-10,71.0,19.0,8.0,14.0,,17.0,,10.0,35.0,22.0,70.0,6.0,7.0,32.0,45.0,20.0,11.0,10.0,97.0,,13.0,19.0,38.0,25.0,,10.0,49.0,5.0,40.0,9.0,53.0,7.0,10.0,17.0,32.0,17.0,14.0,10.0,2.0,11.0,24.0,34.0,6.0,13.0,25.0,14.0,10.0,55.0
285,285,2016-04-11,21.0,14.0,8.0,15.0,,27.0,,8.0,66.0,37.0,13.0,11.0,7.0,20.0,40.0,18.0,80.0,4.0,29.0,,14.0,25.0,16.0,20.0,,21.0,32.0,8.0,46.0,12.0,35.0,9.0,11.0,18.0,20.0,53.0,4.0,16.0,2.0,51.0,35.0,37.0,7.0,11.0,17.0,27.0,10.0,54.0
286,286,2016-04-12,57.0,20.0,5.0,10.0,,22.0,,22.0,61.0,33.0,13.0,8.0,5.0,30.0,29.0,17.0,41.0,11.0,14.0,,13.0,10.0,15.0,19.0,,13.0,57.0,7.0,37.0,17.0,21.0,2.0,15.0,20.0,61.0,29.0,4.0,6.0,6.0,10.0,41.0,71.0,9.0,7.0,18.0,158.0,20.0,63.0
287,287,2016-04-13,79.0,37.0,7.0,23.0,,20.0,,16.0,68.0,35.0,11.0,14.0,6.0,47.0,31.0,35.0,55.0,7.0,16.0,,16.0,17.0,18.0,20.0,,11.0,58.0,10.0,32.0,17.0,19.0,4.0,12.0,14.0,54.0,42.0,9.0,12.0,6.0,7.0,26.0,46.0,8.0,17.0,30.0,49.0,9.0,60.0
288,288,2016-04-14,17.0,16.0,3.0,17.0,,33.0,,12.0,32.0,28.0,8.0,8.0,7.0,25.0,37.0,25.0,19.0,10.0,46.0,,13.0,15.0,21.0,24.0,,13.0,19.0,18.0,32.0,13.0,27.0,6.0,13.0,17.0,25.0,33.0,2.0,26.0,34.0,15.0,31.0,56.0,9.0,16.0,21.0,13.0,15.0,79.0
289,289,2016-04-15,17.0,15.0,4.0,74.0,,21.0,,19.0,48.0,27.0,7.0,8.0,7.0,13.0,30.0,12.0,23.0,9.0,52.0,,7.0,17.0,74.0,17.0,,10.0,83.0,3.0,38.0,8.0,28.0,2.0,10.0,15.0,44.0,132.0,15.0,10.0,3.0,14.0,31.0,67.0,9.0,27.0,18.0,13.0,15.0,53.0
290,290,2016-04-16,23.0,11.0,6.0,114.0,,17.0,,11.0,27.0,25.0,7.0,10.0,6.0,16.0,42.0,14.0,16.0,4.0,9.0,,15.0,15.0,49.0,22.0,,7.0,225.0,10.0,30.0,7.0,49.0,8.0,7.0,30.0,31.0,19.0,2.0,6.0,10.0,7.0,52.0,30.0,7.0,15.0,49.0,13.0,5.0,33.0
291,291,2016-04-17,16.0,42.0,7.0,8.0,38.0,14.0,,46.0,39.0,20.0,16.0,13.0,6.0,11.0,45.0,12.0,55.0,9.0,73.0,,52.0,14.0,27.0,12.0,,17.0,169.0,2.0,28.0,16.0,31.0,6.0,5.0,48.0,46.0,27.0,6.0,17.0,1.0,11.0,25.0,52.0,8.0,52.0,48.0,10.0,10.0,48.0
292,292,2016-04-18,23.0,10.0,10.0,15.0,159.0,8.0,,15.0,57.0,36.0,20.0,7.0,7.0,26.0,42.0,16.0,110.0,47.0,26.0,,16.0,13.0,29.0,34.0,,15.0,156.0,13.0,21.0,10.0,24.0,9.0,7.0,31.0,155.0,39.0,3.0,33.0,12.0,6.0,93.0,30.0,10.0,54.0,53.0,33.0,9.0,53.0
293,293,2016-04-19,18.0,14.0,9.0,15.0,9.0,8.0,,16.0,43.0,23.0,7.0,9.0,5.0,30.0,50.0,20.0,25.0,5.0,249.0,,15.0,23.0,190.0,20.0,,86.0,38.0,6.0,11.0,8.0,77.0,3.0,6.0,16.0,203.0,37.0,10.0,14.0,27.0,9.0,45.0,38.0,6.0,30.0,13.0,17.0,7.0,53.0
294,294,2016-04-20,22.0,61.0,7.0,15.0,4.0,10.0,,30.0,31.0,28.0,9.0,16.0,6.0,29.0,38.0,14.0,81.0,11.0,50.0,,20.0,14.0,136.0,28.0,,27.0,116.0,7.0,9.0,11.0,38.0,4.0,4.0,185.0,295.0,10.0,5.0,6.0,2.0,13.0,157.0,37.0,10.0,8.0,25.0,13.0,16.0,59.0
295,295,2016-04-21,44.0,39.0,8.0,12.0,1.0,14.0,,17.0,37.0,28.0,8.0,8.0,6.0,13.0,57.0,42.0,54.0,6.0,95.0,,15.0,17.0,45.0,18.0,,24.0,58.0,5.0,9.0,26.0,28.0,5.0,5.0,13.0,161.0,135.0,2.0,33.0,92.0,5.0,127.0,37.0,4.0,16.0,26.0,14.0,9.0,58.0
296,296,2016-04-22,6.0,17.0,4.0,14.0,10.0,28.0,,18.0,27.0,27.0,9.0,4.0,12.0,14.0,34.0,20.0,17.0,8.0,17.0,,15.0,15.0,12.0,27.0,,57.0,64.0,18.0,27.0,8.0,60.0,4.0,9.0,9.0,153.0,37.0,5.0,7.0,76.0,8.0,123.0,24.0,7.0,16.0,11.0,15.0,4.0,47.0
297,297,2016-04-23,31.0,17.0,6.0,14.0,9.0,23.0,,32.0,26.0,19.0,13.0,11.0,6.0,21.0,38.0,28.0,20.0,11.0,39.0,,14.0,8.0,279.0,26.0,,14.0,24.0,6.0,38.0,7.0,32.0,4.0,6.0,175.0,214.0,56.0,11.0,2.0,8.0,13.0,88.0,50.0,15.0,9.0,15.0,10.0,8.0,33.0
298,298,2016-04-24,17.0,41.0,5.0,23.0,2.0,26.0,,17.0,22.0,27.0,7.0,2.0,7.0,16.0,29.0,18.0,38.0,5.0,22.0,,24.0,8.0,15.0,23.0,,16.0,159.0,6.0,17.0,9.0,51.0,4.0,9.0,39.0,69.0,13.0,5.0,5.0,51.0,23.0,38.0,38.0,11.0,36.0,17.0,8.0,11.0,43.0
299,299,2016-04-25,25.0,35.0,2.0,21.0,0.0,11.0,,141.0,62.0,22.0,3.0,15.0,7.0,35.0,34.0,18.0,29.0,7.0,31.0,,17.0,16.0,11.0,24.0,,22.0,59.0,3.0,35.0,8.0,23.0,5.0,7.0,40.0,88.0,22.0,7.0,18.0,27.0,13.0,46.0,55.0,12.0,22.0,18.0,10.0,7.0,48.0
300,300,2016-04-26,40.0,16.0,7.0,11.0,5.0,28.0,,150.0,25.0,33.0,6.0,6.0,5.0,22.0,28.0,27.0,64.0,8.0,73.0,,21.0,21.0,56.0,25.0,,51.0,123.0,58.0,17.0,9.0,14.0,4.0,10.0,28.0,33.0,9.0,7.0,46.0,27.0,8.0,42.0,27.0,7.0,12.0,37.0,15.0,10.0,40.0
301,301,2016-04-27,19.0,9.0,3.0,19.0,0.0,6.0,,13.0,27.0,21.0,45.0,5.0,3.0,15.0,27.0,14.0,14.0,3.0,12.0,,10.0,20.0,111.0,19.0,,18.0,38.0,34.0,15.0,16.0,53.0,3.0,6.0,193.0,82.0,7.0,4.0,14.0,57.0,7.0,20.0,30.0,11.0,9.0,7.0,13.0,9.0,30.0
302,302,2016-04-28,15.0,64.0,7.0,9.0,3.0,18.0,,107.0,25.0,42.0,17.0,25.0,4.0,18.0,28.0,16.0,16.0,7.0,54.0,,12.0,13.0,17.0,24.0,,7.0,16.0,6.0,18.0,4.0,15.0,2.0,5.0,29.0,145.0,12.0,4.0,6.0,22.0,23.0,47.0,24.0,6.0,8.0,17.0,9.0,7.0,35.0
303,303,2016-04-29,15.0,22.0,6.0,10.0,55.0,18.0,,30.0,15.0,15.0,12.0,6.0,8.0,15.0,42.0,14.0,31.0,8.0,9.0,,60.0,13.0,37.0,35.0,,13.0,88.0,17.0,14.0,10.0,8.0,5.0,6.0,45.0,31.0,7.0,4.0,11.0,35.0,8.0,62.0,14.0,7.0,7.0,13.0,6.0,11.0,38.0
304,304,2016-04-30,29.0,22.0,3.0,11.0,234.0,19.0,,23.0,25.0,19.0,12.0,14.0,2.0,22.0,26.0,14.0,40.0,7.0,23.0,,68.0,11.0,10.0,35.0,,13.0,17.0,7.0,26.0,7.0,19.0,8.0,9.0,21.0,55.0,49.0,9.0,13.0,5.0,8.0,79.0,26.0,8.0,16.0,12.0,13.0,12.0,45.0
305,305,2016-05-01,18.0,66.0,1.0,14.0,57.0,11.0,,12.0,40.0,25.0,8.0,8.0,6.0,22.0,29.0,37.0,126.0,7.0,12.0,,21.0,24.0,90.0,17.0,,15.0,18.0,3.0,22.0,4.0,19.0,5.0,16.0,73.0,67.0,8.0,18.0,9.0,4.0,10.0,212.0,37.0,7.0,18.0,19.0,7.0,7.0,44.0
306,306,2016-05-02,16.0,33.0,6.0,9.0,5.0,11.0,,17.0,26.0,11.0,53.0,14.0,5.0,20.0,32.0,27.0,31.0,6.0,36.0,,21.0,99.0,12.0,28.0,,23.0,59.0,3.0,23.0,13.0,21.0,5.0,6.0,15.0,82.0,38.0,4.0,17.0,64.0,11.0,109.0,29.0,9.0,14.0,16.0,23.0,7.0,52.0
307,307,2016-05-03,13.0,30.0,2.0,5.0,4.0,18.0,,28.0,26.0,20.0,11.0,10.0,11.0,25.0,32.0,24.0,20.0,9.0,10.0,,26.0,12.0,23.0,33.0,,16.0,48.0,40.0,21.0,13.0,169.0,21.0,5.0,20.0,14.0,29.0,6.0,6.0,33.0,17.0,60.0,46.0,9.0,42.0,33.0,10.0,1.0,58.0
308,308,2016-05-04,20.0,16.0,1.0,10.0,4.0,16.0,,24.0,34.0,23.0,17.0,17.0,2.0,14.0,29.0,19.0,12.0,8.0,93.0,,22.0,23.0,38.0,37.0,,93.0,21.0,20.0,13.0,11.0,44.0,4.0,8.0,18.0,14.0,8.0,4.0,39.0,24.0,6.0,32.0,29.0,7.0,7.0,17.0,13.0,6.0,54.0
309,309,2016-05-05,22.0,18.0,3.0,20.0,0.0,25.0,,73.0,40.0,22.0,11.0,9.0,2.0,21.0,30.0,21.0,19.0,8.0,81.0,,10.0,28.0,27.0,24.0,,20.0,21.0,7.0,22.0,14.0,42.0,6.0,10.0,22.0,16.0,43.0,3.0,37.0,44.0,10.0,28.0,47.0,5.0,11.0,46.0,17.0,10.0,47.0
310,310,2016-05-06,19.0,45.0,8.0,22.0,9.0,19.0,,88.0,107.0,34.0,24.0,11.0,6.0,17.0,28.0,21.0,99.0,11.0,23.0,,12.0,20.0,16.0,40.0,,18.0,151.0,9.0,10.0,14.0,76.0,3.0,13.0,43.0,19.0,11.0,6.0,16.0,36.0,13.0,34.0,28.0,13.0,17.0,18.0,7.0,12.0,79.0
311,311,2016-05-07,11.0,17.0,3.0,16.0,9.0,8.0,,17.0,45.0,16.0,7.0,10.0,0.0,14.0,26.0,13.0,12.0,6.0,49.0,,29.0,27.0,18.0,24.0,,47.0,69.0,5.0,16.0,10.0,45.0,3.0,7.0,116.0,55.0,15.0,12.0,22.0,3.0,12.0,49.0,37.0,10.0,7.0,20.0,18.0,9.0,48.0
312,312,2016-05-08,50.0,88.0,5.0,9.0,6.0,13.0,,27.0,44.0,28.0,6.0,10.0,8.0,44.0,38.0,18.0,22.0,11.0,45.0,,20.0,17.0,15.0,32.0,,13.0,29.0,6.0,21.0,11.0,18.0,11.0,13.0,21.0,26.0,57.0,13.0,10.0,6.0,11.0,74.0,34.0,9.0,12.0,38.0,12.0,11.0,61.0
313,313,2016-05-09,22.0,23.0,4.0,10.0,6.0,14.0,,50.0,35.0,38.0,14.0,8.0,7.0,24.0,53.0,27.0,25.0,21.0,14.0,,16.0,20.0,61.0,21.0,,20.0,33.0,7.0,17.0,9.0,13.0,45.0,9.0,45.0,49.0,26.0,10.0,27.0,11.0,13.0,32.0,31.0,9.0,12.0,21.0,9.0,17.0,78.0
314,314,2016-05-10,39.0,18.0,7.0,42.0,6.0,12.0,,29.0,42.0,47.0,28.0,10.0,10.0,11.0,42.0,12.0,63.0,7.0,38.0,,29.0,15.0,22.0,25.0,,19.0,35.0,11.0,23.0,11.0,41.0,17.0,11.0,26.0,28.0,19.0,5.0,34.0,29.0,12.0,154.0,32.0,5.0,23.0,74.0,22.0,7.0,58.0
315,315,2016-05-11,23.0,12.0,5.0,22.0,10.0,8.0,,51.0,37.0,25.0,9.0,10.0,5.0,28.0,43.0,138.0,22.0,6.0,35.0,,34.0,25.0,13.0,37.0,,38.0,49.0,7.0,29.0,10.0,36.0,1.0,16.0,99.0,23.0,60.0,12.0,9.0,39.0,15.0,37.0,31.0,16.0,13.0,48.0,21.0,21.0,56.0
316,316,2016-05-12,21.0,12.0,2.0,7.0,7.0,16.0,,28.0,143.0,29.0,5.0,5.0,5.0,9.0,46.0,39.0,16.0,12.0,14.0,,23.0,19.0,40.0,9.0,,31.0,18.0,4.0,22.0,13.0,34.0,5.0,8.0,112.0,24.0,13.0,3.0,8.0,59.0,7.0,38.0,30.0,12.0,16.0,32.0,7.0,14.0,73.0
317,317,2016-05-13,23.0,13.0,5.0,7.0,5.0,13.0,,78.0,36.0,33.0,15.0,5.0,5.0,13.0,46.0,26.0,11.0,8.0,20.0,,33.0,24.0,10.0,21.0,,29.0,21.0,7.0,54.0,12.0,15.0,8.0,6.0,19.0,21.0,9.0,7.0,96.0,87.0,5.0,45.0,29.0,6.0,4.0,15.0,6.0,10.0,59.0
318,318,2016-05-14,22.0,13.0,0.0,54.0,4.0,14.0,,24.0,34.0,23.0,4.0,6.0,4.0,13.0,28.0,20.0,23.0,11.0,19.0,,21.0,15.0,29.0,21.0,,32.0,16.0,10.0,17.0,9.0,17.0,5.0,6.0,33.0,55.0,41.0,2.0,150.0,12.0,8.0,54.0,22.0,6.0,8.0,68.0,12.0,6.0,54.0
319,319,2016-05-15,16.0,5.0,3.0,7.0,6.0,14.0,,7.0,25.0,19.0,10.0,11.0,8.0,10.0,23.0,20.0,67.0,6.0,37.0,,13.0,21.0,31.0,17.0,,11.0,35.0,7.0,17.0,6.0,19.0,3.0,12.0,31.0,16.0,48.0,5.0,52.0,43.0,8.0,50.0,34.0,8.0,8.0,19.0,5.0,8.0,47.0
320,320,2016-05-16,19.0,11.0,12.0,9.0,4.0,8.0,,25.0,16.0,35.0,27.0,6.0,9.0,17.0,25.0,14.0,15.0,4.0,10.0,,14.0,18.0,33.0,25.0,,16.0,73.0,2.0,16.0,8.0,17.0,5.0,7.0,51.0,17.0,17.0,8.0,7.0,8.0,9.0,42.0,32.0,9.0,6.0,33.0,64.0,9.0,78.0
321,321,2016-05-17,35.0,13.0,4.0,13.0,2.0,9.0,,8.0,22.0,34.0,6.0,6.0,6.0,20.0,43.0,18.0,20.0,9.0,16.0,,13.0,12.0,11.0,8.0,,42.0,29.0,5.0,20.0,7.0,15.0,5.0,15.0,11.0,12.0,0.0,3.0,14.0,14.0,7.0,34.0,30.0,8.0,6.0,16.0,10.0,11.0,54.0
322,322,2016-05-18,16.0,11.0,2.0,5.0,6.0,13.0,,24.0,27.0,38.0,2.0,6.0,2.0,10.0,47.0,13.0,23.0,2.0,13.0,,18.0,5.0,22.0,17.0,,15.0,32.0,3.0,10.0,7.0,11.0,3.0,12.0,63.0,21.0,15.0,5.0,22.0,10.0,21.0,47.0,27.0,5.0,16.0,25.0,24.0,4.0,50.0
323,323,2016-05-19,12.0,22.0,4.0,10.0,5.0,15.0,,58.0,22.0,35.0,5.0,5.0,1.0,18.0,37.0,16.0,26.0,9.0,11.0,,29.0,11.0,281.0,22.0,,16.0,17.0,10.0,16.0,11.0,21.0,2.0,8.0,133.0,16.0,8.0,5.0,14.0,21.0,22.0,27.0,29.0,5.0,11.0,14.0,45.0,6.0,62.0
324,324,2016-05-20,15.0,10.0,6.0,12.0,3.0,20.0,,24.0,32.0,38.0,7.0,7.0,2.0,22.0,40.0,12.0,21.0,6.0,13.0,,25.0,12.0,21.0,20.0,,25.0,46.0,19.0,26.0,10.0,18.0,8.0,12.0,26.0,15.0,19.0,4.0,32.0,14.0,56.0,140.0,48.0,14.0,9.0,13.0,11.0,7.0,79.0
325,325,2016-05-21,13.0,13.0,4.0,18.0,3.0,15.0,,36.0,39.0,18.0,9.0,8.0,3.0,17.0,74.0,15.0,79.0,7.0,42.0,,6.0,10.0,20.0,23.0,,28.0,18.0,4.0,19.0,6.0,14.0,15.0,9.0,10.0,18.0,49.0,4.0,45.0,9.0,12.0,75.0,31.0,7.0,15.0,22.0,8.0,8.0,99.0
326,326,2016-05-22,14.0,17.0,5.0,23.0,2.0,13.0,,37.0,28.0,14.0,7.0,9.0,10.0,12.0,44.0,46.0,67.0,14.0,26.0,,23.0,17.0,8.0,31.0,,20.0,41.0,14.0,41.0,5.0,43.0,7.0,9.0,140.0,13.0,32.0,10.0,61.0,4.0,12.0,41.0,36.0,15.0,7.0,24.0,18.0,10.0,117.0
327,327,2016-05-23,10.0,10.0,9.0,23.0,5.0,16.0,,52.0,29.0,32.0,6.0,14.0,3.0,18.0,48.0,9.0,80.0,6.0,11.0,,12.0,22.0,42.0,24.0,,15.0,102.0,7.0,20.0,14.0,15.0,5.0,13.0,73.0,21.0,7.0,1.0,65.0,10.0,12.0,28.0,55.0,5.0,11.0,23.0,6.0,13.0,106.0
328,328,2016-05-24,21.0,14.0,4.0,17.0,5.0,8.0,,14.0,33.0,22.0,9.0,8.0,7.0,14.0,35.0,15.0,20.0,5.0,14.0,,11.0,10.0,14.0,26.0,,21.0,65.0,16.0,12.0,8.0,20.0,7.0,7.0,168.0,11.0,9.0,2.0,16.0,25.0,14.0,71.0,27.0,9.0,12.0,23.0,32.0,6.0,85.0
329,329,2016-05-25,20.0,18.0,5.0,6.0,8.0,21.0,,19.0,19.0,30.0,5.0,12.0,2.0,3.0,39.0,22.0,12.0,6.0,9.0,,16.0,23.0,18.0,17.0,,31.0,55.0,29.0,13.0,34.0,17.0,0.0,6.0,19.0,14.0,16.0,4.0,14.0,15.0,12.0,32.0,23.0,5.0,21.0,13.0,6.0,8.0,172.0
330,330,2016-05-26,19.0,9.0,7.0,14.0,8.0,14.0,,5.0,35.0,23.0,16.0,7.0,3.0,15.0,33.0,28.0,15.0,7.0,16.0,,30.0,15.0,10.0,26.0,,29.0,24.0,26.0,20.0,9.0,21.0,7.0,6.0,13.0,36.0,5.0,4.0,14.0,8.0,13.0,23.0,23.0,7.0,6.0,28.0,16.0,10.0,79.0
331,331,2016-05-27,14.0,16.0,1.0,13.0,6.0,22.0,,11.0,21.0,35.0,6.0,19.0,2.0,17.0,782.0,18.0,43.0,2.0,21.0,,16.0,70.0,11.0,21.0,,30.0,19.0,7.0,16.0,12.0,14.0,4.0,5.0,84.0,21.0,21.0,4.0,41.0,13.0,16.0,51.0,38.0,9.0,10.0,17.0,13.0,6.0,114.0
332,332,2016-05-28,12.0,17.0,5.0,13.0,3.0,5.0,,15.0,46.0,21.0,13.0,6.0,3.0,40.0,920.0,38.0,21.0,6.0,53.0,,17.0,27.0,13.0,35.0,,34.0,15.0,10.0,18.0,12.0,22.0,5.0,11.0,57.0,15.0,4.0,4.0,28.0,5.0,13.0,59.0,34.0,11.0,7.0,23.0,19.0,7.0,85.0
333,333,2016-05-29,15.0,6.0,1.0,9.0,7.0,10.0,,27.0,34.0,22.0,15.0,7.0,18.0,19.0,30.0,15.0,19.0,14.0,12.0,,12.0,20.0,23.0,17.0,,18.0,61.0,20.0,21.0,7.0,10.0,5.0,11.0,250.0,19.0,3.0,8.0,88.0,19.0,10.0,70.0,58.0,15.0,9.0,30.0,14.0,14.0,109.0
334,334,2016-05-30,17.0,15.0,5.0,11.0,7.0,9.0,,11.0,30.0,33.0,6.0,10.0,4.0,18.0,35.0,20.0,19.0,2.0,22.0,,11.0,15.0,21.0,17.0,,8.0,81.0,7.0,25.0,13.0,13.0,12.0,10.0,747.0,24.0,9.0,13.0,23.0,8.0,9.0,29.0,24.0,5.0,10.0,13.0,17.0,9.0,87.0
335,335,2016-05-31,16.0,18.0,4.0,35.0,6.0,15.0,,38.0,26.0,27.0,18.0,5.0,4.0,9.0,29.0,34.0,83.0,6.0,4.0,,14.0,24.0,24.0,23.0,,11.0,15.0,16.0,16.0,10.0,13.0,4.0,5.0,297.0,12.0,10.0,6.0,17.0,80.0,13.0,51.0,42.0,12.0,6.0,29.0,58.0,9.0,95.0
336,336,2016-06-01,21.0,10.0,5.0,8.0,6.0,19.0,,23.0,28.0,17.0,2.0,7.0,4.0,15.0,31.0,36.0,44.0,10.0,10.0,,17.0,11.0,12.0,24.0,,18.0,92.0,5.0,24.0,4.0,9.0,3.0,16.0,142.0,14.0,133.0,14.0,12.0,23.0,20.0,160.0,70.0,7.0,5.0,14.0,30.0,9.0,115.0
337,337,2016-06-02,27.0,11.0,7.0,12.0,2.0,14.0,,188.0,28.0,26.0,10.0,5.0,6.0,13.0,41.0,22.0,22.0,10.0,8.0,,14.0,17.0,10.0,27.0,,15.0,14.0,6.0,19.0,11.0,14.0,2.0,12.0,29.0,15.0,15.0,12.0,23.0,23.0,8.0,99.0,46.0,13.0,9.0,21.0,12.0,10.0,110.0
338,338,2016-06-03,13.0,16.0,7.0,15.0,8.0,8.0,,27.0,17.0,20.0,12.0,7.0,9.0,18.0,24.0,20.0,22.0,7.0,12.0,,12.0,29.0,66.0,17.0,,10.0,21.0,4.0,17.0,19.0,33.0,5.0,5.0,50.0,17.0,32.0,7.0,11.0,67.0,13.0,139.0,40.0,8.0,8.0,28.0,12.0,9.0,116.0
